study_hours,attendance,internal_marks,final_score
0.3763586956521739,0.025034059945504117,0.646700507614213,0.3515912535180774
0.9633152173913042,0.6430517711171664,0.08020304568527914,0.582810132063217
0.7404891304347826,0.3140326975476839,0.159052453468697,0.6938731327127082
0.6046195652173912,0.512431880108992,0.9072758037225039,0.7672656419138341
0.15353260869565216,0.9201294277929157,0.6104906937394246,0.3697770080103918
0.15353260869565216,0.24761580381471393,0.00439932318104902,0.17817709460922282
0.0543478260869565,0.41212534059945516,0.09780033840947538,0.13639315869235769
0.8777173913043477,0.764816076294278,0.6686971235194583,0.9270404849534529
0.607336956521739,0.22666893732970028,0.0,0.2437757090279281
0.716032608695652,0.07152588555858308,0.1580372250423011,0.3468283178177094
0.01494565217391304,0.2889986376021799,0.5519458544839254,0.3310240311755791
0.982336956521739,0.15752724795640327,0.69746192893401,0.7473479108032041
0.842391304347826,0.9427792915531337,0.6568527918781724,0.7555747997402035
0.21059782608695649,0.8186307901907357,0.22267343485617586,0.4252002597964928
0.17934782608695654,0.6399863760217985,0.7181049069373941,0.4721801255683047
0.18206521739130432,0.8833446866485015,0.518668922729836,0.40744749945875736
0.3043478260869565,0.8140326975476839,0.32521150592216574,0.7176878112145485
0.529891304347826,0.18341280653950953,0.752622673434856,0.5425416756873781
0.43478260869565216,0.9048024523160763,0.6544839255499152,0.5713357869668759
0.2907608695652174,0.5439373297002725,0.8571912013536376,0.6707079454427364
0.6182065217391304,0.817949591280654,0.6626057529610827,0.979649274734791
0.1372282608695652,0.908549046321526,0.5719120135363789,0.6785018402251569
0.2921195652173913,0.31777929155313345,0.09001692047377324,0.10023814678501847
0.36820652173913043,0.10524523160762944,0.3681895093062605,0.2413942411777441
0.45923913043478254,0.22581743869209814,0.26429780033840944,0.4834379735873565
0.4668367346938775,0.42932561307901906,0.24263959390862933,0.47477809049577835
0.1983695652173913,0.8286784741144415,0.9827411167512687,0.7269971855379952
0.5190217391304347,0.8722752043596731,0.3939086294416242,0.737822039402468
0.5978260869565217,0.0,0.9005076142131976,0.3983546222126001
0.04211956521739128,0.5146457765667576,0.6355329949238577,0.3907772245074691
