study_hours,attendance,internal_marks,final_score
0.45923913043478254,0.22581743869209814,0.26429780033840944,0.4834379735873565
0.6046195652173912,0.512431880108992,0.9072758037225039,0.7672656419138341
0.529891304347826,0.18341280653950953,0.752622673434856,0.5425416756873781
0.6915760869565216,0.3644414168937331,0.6500846023688661,0.7588222558995453
0.607336956521739,0.22666893732970028,0.0,0.2437757090279281
0.3600543478260869,0.949931880108992,0.7076142131979692,0.6869452262394456
0.0543478260869565,0.41212534059945516,0.09780033840947538,0.13639315869235769
0.28124999999999994,0.08514986376021805,0.885617597292724,0.4979432777657502
0.3043478260869565,0.5229904632152589,0.27986463620981383,0.3550552067547088
0.47554347826086957,0.2399523160762943,0.5945854483925548,0.5178610088763801
0.08423913043478258,0.67966621253406,0.9451776649746191,0.5966659450097422
0.10461956521739128,0.7896798365122617,0.08155668358714041,0.27040484953453126
0.6032608695652174,1.0,0.16683587140439926,0.6546871617233166
0.921195652173913,0.3002384196185286,0.37055837563451766,0.6393158692357653
0.982336956521739,0.9209809264305178,0.2937394247038916,0.9999999999999999
0.8124999999999999,0.18341280653950953,0.7079526226734347,0.6665945009742368
0.31249999999999994,0.6156335149863759,0.42978003384094743,0.49166486252435593
0.07065217391304347,0.034570844686648505,0.3597292724196277,0.056289240095258763
0.2717391304347826,0.6389645776566757,0.9999999999999998,0.7326261095475209
0.43070652173913043,0.9095708446866486,0.2138747884940777,0.6490582377137907
0.11277173913043477,0.1333446866485014,0.8027072758037221,0.4470664646027278
0.4986413043478261,0.2501702997275205,0.9634517766497459,0.5739337518943494
0.04076086956521738,0.23569482288828336,0.5736040609137055,0.24983762719203295
0.5516304347826085,0.04547002724795646,0.9732656514382398,0.5306343364364581
0.020380434782608675,0.8993528610354224,0.6274111675126902,0.5315003247456158
