study_hours,attendance,internal_marks,final_score
0.05978260869565215,0.8893051771117166,0.09035532994923856,0.39229270404849526
0.9062499999999999,0.49301771117166227,0.31675126903553297,0.43017969257415023
0.7812499999999999,0.685115803814714,0.8165820642978001,0.8898029876596666
0.669836956521739,0.030483651226158037,0.9373942470389169,0.4845204589738038
0.25815217391304346,0.28388964577656683,0.010490693739424684,0.23684780255466553
0.4429347826086956,0.985865122615804,0.1746192893401015,0.4485819441437541
0.2921195652173913,0.31777929155313345,0.09001692047377324,0.10023814678501847
0.8736413043478259,0.34128065395095364,0.898477157360406,0.8274518294003029
0.01494565217391304,0.2889986376021799,0.5519458544839254,0.3310240311755791
0.3763586956521739,0.025034059945504117,0.646700507614213,0.3515912535180774
0.43478260869565216,0.9048024523160763,0.6544839255499152,0.5713357869668759
0.6141304347826085,0.4192779291553135,0.8016920473773266,0.28555964494479325
0.4668367346938775,0.2242847411444142,0.9221658206429777,0.6936566356354189
0.9619565217391304,0.33787465940054484,0.4950930626057528,0.5204589738038536
0.1168478260869565,0.08804495912806543,0.026057529610829078,0.0
0.15353260869565216,0.9201294277929157,0.6104906937394246,0.3697770080103918
0.779891304347826,0.6989100817438691,0.518668922729836,0.8696687594717468
0.07065217391304347,0.3879427792915533,0.6548223350253806,0.34358086165836754
0.842391304347826,0.9427792915531337,0.6568527918781724,0.7555747997402035
0.1684782608695652,0.2198569482288828,0.5052453468697121,0.18662048062351155
0.9334239130434783,0.24012261580381478,0.5600676818950929,0.6897596882442086
0.8980978260869564,0.5340599455040873,0.28595600676818944,0.6555531500324746
0.1983695652173913,0.8286784741144415,0.9827411167512687,0.7269971855379952
0.02989130434782608,0.5008514986376023,0.9238578680203045,0.3637150898462871
1.0,0.5965599455040873,0.29306260575296095,0.6507902143321064
