avg_area_income,avg_area_house_age,avg_area_rooms,avg_area_bedrooms,area_population,price
63708.61069626262,5.332392719095154,4.831939786151342,4.690811976835592,30739.814522761673,368325.5259437937
115564.28757689246,11.754217052810446,4.7288515935039985,5.186725588765489,41244.454818499384,512775.27152790036
95879.45476302646,17.71302504577535,9.343782063647257,3.001871595169996,39207.24184055716,721280.9534878967
83879.26357773329,15.180047955372101,4.7468233989465425,4.499496398427995,11925.495711219815,628966.7446946057
44041.67763981929,16.518100661506097,4.903648082900417,4.286983932574994,11716.226138366324,531558.113222575
44039.50683025824,13.858100600792913,8.315787836925747,5.331321507153085,17067.846548521098,567542.4835623745
35227.52509513795,14.460978161321345,6.14817889715378,5.624348241925042,21248.362685346674,480815.0617689404
107955.85311974416,17.285521728175745,8.436973898686269,2.0486270859095472,23380.501163381716,666136.921325519
84100.35105688879,6.494024159465347,3.457563102950697,4.69607967623517,35586.37475750054,467331.2023155415
93726.5320016441,10.809649345576528,6.41299835571369,2.207343196478916,7550.619447462594,508855.68848882115
31852.604486622222,5.98176995275284,3.2352952012829785,4.195434660309424,6560.271690172987,388503.28365071124
117291.88669457949,19.778024143939646,3.4385724241874818,3.150530916174713,22635.975332475908,730020.184625004
104919.83767203796,18.99306811435904,9.345062173410877,3.227106398088565,36372.366146209126,755521.6912899908
49110.519961044854,2.709682604633106,3.974717597823166,3.4118340138094263,13704.590433041716,253317.26391375574
46364.24704863905,14.700353105282392,6.72694477592652,4.4851697961984405,33867.701656531324,528093.1481789346
46506.40588680904,18.654469713481983,5.877669218204946,3.336199862675077,16692.266207313478,543369.4804126712
57381.80186635839,5.2503562122920036,5.431403283811899,4.930796202361122,44873.874896608235,458424.50177492714
77228.07884690141,12.22301414994733,9.298833419810908,3.6181095422954788,45306.04749199774,630547.0054188375
68875.05167779041,18.478789356584752,3.1527637774284267,2.2734128012398345,18377.92419265969,507766.24825511756
56210.62261782377,2.611027614544379,7.646527803229124,5.135039369936429,15349.718928345823,486169.8142486339
85066.76052501415,14.553564810443119,9.743761039494853,3.143033298370824,23508.678742980406,671495.6831902887
42554.44745868377,7.352282132705914,6.921177284232893,3.7310675183970505,15823.921333106693,438758.5159709247
56293.018368169636,18.639131516777546,9.557757234231643,4.741775532887607,35257.272948126665,646109.7297874216
62972.56589643225,19.47904841297662,3.3658051550021666,3.329824628594848,42172.91080467285,589473.7271112844
71046.29857953324,18.99679680404181,5.93155323351913,2.2263426245868625,35289.145891004766,636662.2619283736
100665.83652537123,10.535855899834347,4.821104536734358,3.4956841880512544,42095.77012622073,467646.78288444574
47970.640394252376,17.516767717807642,8.115746754865109,5.777794330777214,22864.647299336335,714967.0743305201
76281.09945722503,17.201889173631265,9.869079633480727,4.566937589194232,12034.263681898738,762331.4096961651
83317.31119758383,7.743808518378602,4.795710437109735,4.685916594668828,38207.792632891644,466467.91096766805
34180.5371447998,16.920478534712192,7.579222210318521,4.52912861455056,21221.352731369923,491631.44057745056
84679.03667112946,2.666137424878867,4.386683429318181,2.795968555837747,35207.18713531096,402364.68145358085
45347.17113185624,12.732857812676954,6.95731178200127,3.6733354564091205,17178.977389179454,493164.75888922106
35854.643368675155,6.140159071178655,6.247527406818353,5.0037591934532735,8655.333566300269,378838.24877157906
115399.6983528,4.170203943991019,9.80403730742076,2.4054915902126366,49666.18079694935,605599.927300586
116906.88297671035,3.385157629325765,7.259690908875266,3.111411104358849,12029.067856876969,550679.0844964909
102755.7613304815,14.533197965806515,5.446544604607731,3.1052764338634145,49478.94472835665,711975.7865778588
57415.23922560336,8.11774934782519,3.798670494215534,3.728075710378024,48977.59696549013,431452.4640086546
38790.490260574545,15.045801887517706,4.058727801144542,5.92147496376874,40721.81467586178,430930.692017214
91580.97238609413,3.1764141343809627,4.577218509658646,2.2700101867352878,34674.03329368989,476308.27432394313
69613.72443656411,7.675226080950986,4.756766629382086,4.0748039775223805,31001.317261298813,522577.4614736044
40983.441136030095,11.71084326275607,8.954312404887965,2.717458728048842,43974.56954200256,663972.2086562695
74565.92191001432,16.233016967101342,6.928559517977675,5.8827061816389765,18024.778472876955,580145.9990319578
33094.966900369654,7.737545052777259,6.663736379620565,2.453214018909857,26045.654561819465,381774.3887625164
111838.83618709039,13.266044775866163,3.8033821030845223,3.614404009446365,32872.54862149259,503130.78341316956
53290.19834400152,17.94759946825137,9.020977853446045,4.951539939338424,23503.5714141271,671783.6878721034
89627.00559185838,13.085537387281482,8.059700122459386,4.818217712109782,24236.890434062057,614435.1846678461
58053.99684804698,6.193270545565408,3.473678533300011,3.690914547575729,19862.810037593797,450520.46120540064
76806.12190600298,2.4392140680176846,7.954845680608381,3.386096671810873,30390.43175080412,398025.863490022
79203.92514089517,17.661779730216736,6.804767521398523,3.5904495142114823,43275.85376068022,572115.1293575512
46636.90099729743,2.3828493953069687,3.5720774202274477,3.057105052634557,14068.777010284079,237818.7938237587
117262.61649881027,17.74463010831559,6.208104490700595,2.8213317548271992,47049.48674390486,636451.755045139
99761.95410250031,11.520868412489815,6.392874009910329,3.93215879023556,36008.94441867033,644956.4244788609
114554.90474077703,18.90321857323213,4.16042178114293,3.0741350242704293,42047.294570601356,601654.821288472
110534.4615384884,16.378098243925976,9.619887029001976,3.1498466595890005,30028.581168350524,762341.0043243733
83810.99809299767,19.962813989600075,8.949827600364634,4.627024253898228,40078.25156408286,650385.0344120018
112968.68115208052,8.312812678130783,7.683156361303758,5.874149326799569,5729.017880276025,606368.1322595398
37964.32518467275,15.809389200760284,6.236068927004251,4.4145488022375,41827.119115079084,604000.9848833124
47638.45761772306,9.234756444966358,5.882358791091559,2.307917868259865,6806.248658841493,419779.3641244434
34070.45600194843,10.637761165470359,7.556814270056679,2.302334455416268,45046.101936328814,398250.5581621404
59279.72976869379,13.29509833793066,6.818023085848338,5.805692883382264,49638.32362573895,565302.177407399
64980.95607205338,17.726188055354097,3.435911741173199,3.1891631612293345,18233.035797955003,538972.4389474019
54421.412859650634,19.713502445587313,6.587518541392322,2.3682679443299017,14464.335032860714,618052.8039126825
104586.37582367365,15.828921449561328,8.644825320629877,4.396178348601526,39441.35137361183,667135.8087239815
62107.799402423036,9.519802079012008,6.2146791431787065,4.494595113161065,16386.185341411394,505127.52004949475
55284.10587186427,9.584426040987264,3.363696042879879,4.594019280474752,43950.30724274916,281946.34099805047
78842.64748424236,15.276481428600047,8.503947395688233,3.069608111430165,9627.916647086451,600348.5998730257
42683.18024772864,6.297988623829442,4.409546474951821,2.0604427368579,10667.983837071122,290893.436640337
102197.72826786357,3.988534036365104,4.810345844216272,5.860061477817887,49061.8199795277,526327.1141709655
36709.55793117938,8.383198837533978,4.1529444740260715,3.00357218276441,35322.75042215021,349409.4065440422
118819.82429404656,7.170301849773471,5.311505454100483,4.7041051522101895,43109.925099302876,509152.058942667
99502.02923669916,7.333546168207821,8.297260539820446,4.826519479514838,19594.821980818313,533516.425905981
47884.411338075515,6.204939518898379,6.635701016527562,4.440029668317942,35441.768728427196,417554.3229839791
30496.990541124214,2.757677413454514,4.434168919054988,3.251629576854593,31740.882228886876,250724.3857254896
103391.52856093507,2.3217308252014486,9.144810547064285,3.084385015056263,32141.755405532615,494159.51709318673
93617.16094628554,19.779003015248566,9.157072984660704,4.3906731308108125,35713.960679197466,751591.4294597644
95610.64512368885,9.699916407245523,9.094048975322048,5.4643825344467665,30891.162790809434,671304.1450221828
99414.33120173511,8.917879648874269,4.671573479670775,5.786934915693582,24307.80661861997,519874.1161536524
36664.01865606813,14.233651088475257,6.158675409266917,2.4236232176150305,17416.52124712461,456878.2517508965
