avg_area_income,avg_area_house_age,avg_area_rooms,avg_area_bedrooms,area_population,price
-1.2003242172988928,0.008234461009616433,-1.5031584958507374,-1.4966735750963387,1.468243452056378,345941.4205887703
-0.43366692673768936,-0.0905026276859789,-1.0842083748758549,0.10851895766100743,0.5963398756665216,492817.4805452249
0.7081006122918346,-0.39214584835429234,0.30734106025576235,-0.05629561165861,0.5376566320596657,523852.2653074905
0.2727243700468949,-0.6243632019182163,1.5679284132426916,-0.6650448602279779,1.7373160540679626,547613.2662544183
0.7068508587120149,-1.4921071231153478,1.6479332662612896,-1.1100245855196818,-1.2963058375664416,536451.3650097372
0.881371688102096,0.8981105665217898,-1.05522281682568,0.9312964296592169,-1.5994721664139349,570070.464704207
1.5153602028618356,1.535750628041572,-0.18616628241258112,1.6936432761457714,-1.40471009784914,822573.2701286516
-0.36427574283460873,-1.6703833191241313,0.2612225278789491,0.6046828225871629,-1.0612680269128263,318652.1410227564
0.12823861983187093,-0.6162916901087317,0.10663624504964621,1.214544116738639,0.61086211974549,530892.7988208341
-0.7945860010283172,0.13587041638811292,0.5005070370040307,0.007662137681680094,0.5284790974446991,571853.2022911969
1.2723979198992494,-1.2850421089788058,-0.7569288946322795,0.585951049068967,0.35707608655819106,534089.302681485
-1.5612386388157369,-0.6446458606511404,0.0722309928596093,-1.3168385763338457,-0.09217718096993588,381774.3887625164
-0.5074631557913298,-0.44900469427540524,-0.006203016059425084,-1.1383761114960096,0.7404655668315547,428094.7832695091
-1.274324888574246,-1.176171099640913,1.1014970745762613,-0.4261550948251378,-1.5072005339716439,450521.62938057014
1.3983214421484995,-0.6280123390664732,-1.584631251690238,1.286700848707138,1.6373542805204901,407427.3689364111
1.696605255707131,0.3821142157067292,-1.382886024007881,-0.16703401586708352,-0.8358981215904687,643587.866722243
-0.4523896940138634,-0.08037034691449751,-0.050865577921891454,-1.1714836660680814,1.1084685469105962,462479.7909195141
-1.6373849134484733,0.2054450860862463,-0.9453657233226017,-1.6456666924406214,1.4404774687143127,343466.31747318717
1.5883848000481393,0.6917763119433264,0.5374158352567474,-0.9773771790626453,-1.1242187678690614,655828.3865154301
-0.589925466524901,1.2159489720252217,1.5995689717856842,-1.4941666956792803,0.7106776033581798,595840.4209981896
1.3699287952967545,-0.19970870863442416,-0.4373948763110939,-0.23412196673049046,0.24344525045884186,479600.41212593525
0.7396991137830141,-1.0449250860754717,0.1342444476565782,1.5289438396286241,1.738638080464887,544017.2570398191
1.2743777316912175,-0.9939520816522911,-0.9512885032901343,1.3939226469142647,0.9275594466140369,503505.0182906932
1.6280469664619215,-1.4726015742667498,0.3652702883150261,-0.7421868100430276,-1.1787349122110786,550679.0844964909
-0.483052062197119,1.2481673930770711,-0.1905152883187597,0.05328903575376869,-1.0725542751151138,605297.5092758219
-0.3142279667889679,0.80703389956271,1.512139079421514,-0.05746133699236171,0.32754137667490557,618841.1223549832
0.7418057408718091,1.646003603725845,1.298239968725448,0.37469778167150364,0.6573043426693959,751591.4294597644
-0.7958076227636715,-1.514032375825132,-0.37590255006802037,-1.2920990218019646,1.4829172743197065,411586.0067360691
0.6660289126837091,-0.43425576208849004,-1.0392470132498668,1.4213249958121321,0.007443839167305148,475430.61755401286
1.4322141446812473,1.3289119171154529,-0.8963950425013313,-1.3477416958260893,-0.4089715442910027,655693.8460615173
0.9245869537052616,-1.2155454022488328,0.931873629293229,-1.6766095730306034,-0.2621009016852829,519954.2349730903
0.4556354700372327,-1.4299442663297977,-1.5048459969062944,1.371133836318315,-0.9096720323410907,440760.9166797106
0.2733116657761177,-1.5162397758517867,-0.638350222899972,-0.34404410270082836,-0.48619829881475335,413311.3272102366
-1.1538193094403086,-1.2219001084731353,0.7204692400835444,-0.9627482096901309,-1.3510633967091712,320875.6858116283
-1.281490127486406,1.67549071300104,0.633961842723191,-1.0316183289362824,0.5227372420253341,595973.0844368476
-1.045928913124567,-1.663270912361137,-1.4479815716492974,-0.7895997646633854,-1.0206178330125937,237818.7938237587
